,name,cid_c,cid_w,cid_u,cid_g,cid_b,cid_r,mc_c,mc_w,mc_u,mc_b,mc_r,mc_g,power,toughness,flying,trample,doublestrike,first_strike,vigilance,haste,menace,fear,shadow,defender,deathtouch,indestructible,hexproof,shroud
7393,Shaleskin Bruiser,0,0,0,0,1,0,6,0,0,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7394,Shaleskin Plower,0,0,0,0,1,0,3,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7395,Shaman en-Kor,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7396,Shaman of Forgotten Ways,0,0,0,0,0,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7397,Shaman of Spring,0,0,0,0,0,1,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398,Shaman of the Great Hunt,0,0,1,0,1,1,3,0,0,0,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7399,Shaman of the Pack,0,0,0,1,0,1,1,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,Shambleshark,0,0,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7401,Shambling Attendants,0,0,0,1,0,0,7,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7402,Shambling Ghoul,0,0,0,1,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403,Shambling Goblin,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,Shambling Remains,0,0,0,1,1,0,1,0,0,1,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7405,Shambling Shell,0,0,0,1,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7406,Shambling Strider,0,0,0,0,1,1,4,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7407,Shambling Swarm,0,0,0,1,0,0,1,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7408,"Shanna, Sisay's Legacy",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7409,Shanodin Dryads,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,Shape Stealer,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,Shaper Apprentice,0,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7412,Shaper Guildmage,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7413,Shaper Parasite,0,0,1,0,0,0,1,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,Shapers of Nature,0,0,1,0,0,1,1,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,Shapesharer,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,Shard Phoenix,0,0,0,0,1,0,4,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,Sharding Sphinx,0,0,1,0,0,0,4,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,Shardless Agent,0,0,1,0,0,1,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,Sharuum the Hegemon,0,1,1,1,0,0,3,1,1,1,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,Shattered Angel,0,1,0,0,0,0,3,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,Shattergang Brothers,0,0,0,1,1,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7422,Shatterskull Giant,0,0,0,0,1,0,2,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,Shatterskull Recruit,0,0,0,0,1,0,3,0,0,0,2,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7424,Shauku's Minion,0,0,0,1,1,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,"Shauku, Endbringer",0,0,0,1,0,0,5,0,0,2,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7426,Shefet Monitor,0,0,0,0,0,1,5,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7427,Shelkin Brownie,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,Shell Skulkin,1,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7429,Sheltering Ancient,0,0,0,0,0,1,1,0,0,0,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7430,"Sheoldred, Whispering One",0,0,0,1,0,0,5,0,0,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7431,Shepherd of Rot,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7432,Shepherd of the Lost,0,1,0,0,0,0,4,1,0,0,0,0,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
7433,"Shidako, Broodmistress",0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,Shield Bearer,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7435,Shield Dancer,0,1,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,Shield Mare,0,1,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,Shield Mate,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,Shield Sphere,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7439,Shielded Aether Thief,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,Shieldhide Dragon,0,1,0,0,0,0,5,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,Shieldmage Advocate,0,1,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,Shieldmage Elder,0,1,0,0,0,0,5,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7443,Shifting Sliver,0,0,1,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7444,Shifting Wall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7445,Shifty Doppelganger,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7446,Shimatsu the Bloodcloaked,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,Shimian Night Stalker,0,0,0,1,0,0,3,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448,Shimian Specter,0,0,0,1,0,0,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7449,Shimmer Myr,1,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,Shimmering Barrier,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7451,Shimmering Efreet,0,0,1,0,0,0,2,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7452,Shimmering Glasskite,0,0,1,0,0,0,3,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,Shimmerscale Drake,0,0,1,0,0,0,4,0,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,Shinen of Fear's Chill,0,0,0,1,0,0,4,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7455,Shinen of Flight's Wings,0,0,1,0,0,0,4,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7456,Shinen of Fury's Fire,0,0,0,0,1,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7457,Shinen of Life's Roar,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,Shinen of Stars' Light,0,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7459,Shinewend,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,Shining Aerosaur,0,1,0,0,0,0,4,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,Shinka Gatekeeper,0,0,0,0,1,0,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,Shipbreaker Kraken,0,0,1,0,0,0,4,0,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7463,Shipwreck Looter,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,Shipwreck Moray,0,0,1,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,Shipwreck Singer,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,"Shirei, Shizo's Caretaker",0,0,0,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7467,"Shisato, Whispering Hunter",0,0,0,0,0,1,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7468,Shivan Dragon,0,0,0,0,1,0,4,0,0,0,2,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7469,Shivan Emissary,0,0,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470,Shivan Hellkite,0,0,0,0,1,0,5,0,0,0,2,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7471,Shivan Phoenix,0,0,0,0,1,0,4,0,0,0,2,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7472,Shivan Raptor,0,0,0,0,1,0,2,0,0,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7473,Shivan Sand-Mage,0,0,0,0,1,0,2,0,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7474,Shivan Wumpus,0,0,0,0,1,0,3,0,0,0,1,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7475,Shivan Wurm,0,0,0,0,1,1,3,0,0,0,1,1,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7476,Shivan Zombie,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7477,"Shizuko, Caller of Autumn",0,0,0,0,0,1,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7478,Shoal Serpent,0,0,1,0,0,0,5,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7479,Shock Troops,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7480,Shocker,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7481,Shockmaw Dragon,0,0,0,0,1,0,4,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7482,Shoe Tree,0,0,0,0,0,1,4,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7483,Shoe Tree (b),0,0,0,0,0,1,4,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7484,Shore Keeper,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7485,Shore Snapper,0,0,1,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,Shorecomber Crab,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7487,Shorecrasher Elemental,0,0,1,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488,Shorecrasher Mimic,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7489,Shoreline Raider,0,0,1,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490,Shoreline Ranger,0,0,1,0,0,0,5,0,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7491,Shoreline Salvager,0,0,0,1,0,0,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7492,Shrewd Hatchling,0,0,1,0,1,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7493,Shriek Raptor,0,1,0,0,0,0,3,2,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7494,Shriekgeist,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7495,Shrieking Drake,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7496,Shrieking Grotesque,0,1,0,1,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7497,Shrieking Mogg,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7498,Shrieking Specter,0,0,0,1,0,0,5,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7499,Shrieking Titan Head,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,Shriekmaw,0,0,0,1,0,0,4,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7501,Shrike Harpy,0,0,0,1,0,0,3,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,Shrill Howler,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,Shrine Keeper,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7504,Shrouded Serpent,0,0,1,0,0,0,4,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7505,Shu Cavalry,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,Shu Defender,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7507,Shu Elite Companions,0,1,0,0,0,0,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7508,Shu Elite Infantry,0,1,0,0,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509,Shu Farmer,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,Shu Foot Soldiers,0,1,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7511,Shu General,0,1,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7512,Shu Grain Caravan,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,Shu Soldier-Farmers,0,1,0,0,0,0,4,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,"Shu Yun, the Silent Tempest",0,1,1,0,1,0,2,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7515,Shyft,0,0,1,0,0,0,4,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,Sibilant Spirit,0,0,1,0,0,0,5,0,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,Sibsig Host,0,0,0,1,0,0,4,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,Sibsig Icebreakers,0,0,0,1,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,Sibsig Muckdraggers,0,0,0,1,0,0,8,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,Sickle Dancer,0,0,0,1,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7521,Sickle Ripper,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7522,Sidar Jabari,0,1,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,Sidar Kondo of Jamuraa,0,1,0,0,0,1,2,1,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7524,Sidewinder Naga,0,0,0,0,0,1,2,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7525,Sidewinder Sliver,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,Sidisi's Faithful,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,Sidisi's Pet,0,0,0,1,0,0,3,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7528,"Sidisi, Brood Tyrant",0,0,1,1,0,1,1,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7529,"Sidisi, Undead Vizier",0,0,0,1,0,0,3,0,0,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7530,Siege Behemoth,0,0,0,0,0,1,5,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7531,Siege Dragon,0,0,0,0,1,0,5,0,0,0,2,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,Siege Mastodon,0,1,0,0,0,0,4,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,Siege Rhino,0,1,0,1,0,1,1,1,0,1,0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7534,Siege Wurm,0,0,0,0,0,1,5,0,0,0,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7535,Siege-Gang Commander,0,0,0,0,1,0,3,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7536,Siegebreaker Giant,0,0,0,0,1,0,3,0,0,0,2,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7537,Siegehorn Ceratops,0,1,0,0,0,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7538,Sifter Wurm,0,0,0,0,0,1,5,0,0,0,0,2,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7539,Sifter of Skulls,0,0,0,1,0,0,3,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,"Sigarda, Heron's Grace",0,1,0,0,0,1,3,1,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7541,"Sigarda, Host of Herons",0,1,0,0,0,1,2,2,0,0,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7542,Sigardian Priest,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7543,Sighted-Caste Sorcerer,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7544,Sightless Brawler,0,1,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7545,Sightless Ghoul,0,0,0,1,0,0,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546,Sigil Captain,0,1,0,0,0,1,1,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7547,Sigil Tracer,0,0,1,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548,Sigiled Behemoth,0,1,0,0,0,1,4,1,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7549,Sigiled Paladin,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7550,Sigiled Skink,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,Sigiled Starfish,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552,Signal Pest,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7553,"Silas Renn, Seeker Adept",0,0,1,1,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7554,Silburlind Snapper,0,0,1,0,0,0,5,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7555,Silent Arbiter,1,0,0,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7556,Silent Artisan,0,1,0,0,0,0,3,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,Silent Assassin,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,Silent Attendant,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7559,Silent Observer,0,0,1,0,0,0,3,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7560,Silent Sentinel,0,1,0,0,0,0,5,2,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,Silent Skimmer,0,0,0,1,0,0,3,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7562,Silent Specter,0,0,0,1,0,0,4,0,0,2,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7563,Silent-Blade Oni,0,0,1,1,0,0,3,0,2,2,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7564,Silent-Chant Zubera,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,Silhana Ledgewalker,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7566,Silhana Starfletcher,0,0,0,0,0,1,2,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7567,Silkbind Faerie,0,1,1,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,Silkenfist Fighter,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7569,Silkenfist Order,0,1,0,0,0,0,3,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7570,Silklash Spider,0,0,0,0,0,1,3,0,0,0,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7571,Silkweaver Elite,0,0,0,0,0,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7572,Silkwing Scout,0,0,1,0,0,1,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7573,Silt Crawler,0,0,0,0,0,1,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,Silumgar Assassin,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,Silumgar Butcher,0,0,0,1,0,0,4,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7576,Silumgar Sorcerer,0,0,1,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7577,Silumgar Spell-Eater,0,0,1,0,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7578,"Silumgar, the Drifting Death",0,0,1,1,0,0,4,0,1,1,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7579,Silver Drake,0,1,1,0,0,0,1,1,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7580,Silver Erne,0,0,1,0,0,0,3,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7581,Silver Knight,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7582,Silver Myr,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7583,Silver Seraph,0,1,0,0,0,0,5,3,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7584,Silver Wyvern,0,0,1,0,0,0,3,0,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7585,Silverback Ape,0,0,0,0,0,1,3,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7586,Silverbeak Griffin,0,1,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7587,Silverblade Paladin,0,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7588,Silverchase Fox,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,Silverclad Ferocidons,0,0,0,0,1,0,5,0,0,0,2,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7590,Silverclaw Griffin,0,1,0,0,0,0,3,2,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7591,Silvercoat Lion,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592,Silverfur Partisan,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
